customer_id,account_open_date,credit_score,annual_income,product_type,state,is_delinquent
CUST00166,2018-04-18,799.0,79859.92,Credit Card,TX,0
CUST00167,2019-01-31,566.0,70721.93,Student Loan,IA,0
CUST00168,2020-04-06,659.0,44694.63,Mortgage,CA,0
CUST00169,2023-04-21,820.0,66603.04,Student Loan,IA,0
CUST00170,2023-10-25,762.0,57271.89,Student Loan,NY,0
CUST00171,2021-11-06,576.0,85148.32,Auto Loan,TX,0
CUST00172,2021-07-01,796.0,51083.83,Mortgage,TX,0
CUST00173,2021-06-01,769.0,,Mortgage,IA,0
CUST00174,2018-05-13,551.0,91647.21,Auto Loan,MI,0
CUST00175,2020-04-04,523.0,114249.05,Credit Card,CA,0
CUST00176,2023-11-24,590.0,108978.19,Student Loan,TX,0
CUST00177,2020-06-18,665.0,66390.91,Auto Loan,CA,0
CUST00178,2019-04-13,553.0,69814.8,Credit Card,CA,0
CUST00179,2019-06-09,511.0,98736.09,Student Loan,TX,0
CUST00180,2022-04-12,538.0,62262.43,Auto Loan,MI,0
CUST00181,2018-03-25,609.0,43520.32,Credit Card,NY,0
CUST00182,2023-10-25,636.0,67571.26,Auto Loan,NY,0
CUST00183,2023-04-03,609.0,74933.37,Student Loan,MI,0
CUST00184,2021-05-27,656.0,46758.71,Mortgage,NY,1
CUST00185,2020-10-21,751.0,28782.91,Mortgage,CA,0
CUST00186,2022-07-26,586.0,33391.95,Auto Loan,TX,0
CUST00187,2021-04-14,659.0,79639.44,Auto Loan,TX,0
CUST00188,2020-11-11,755.0,48315.72,Auto Loan,CA,0
CUST00189,2019-12-07,519.0,,Student Loan,NY,0
CUST00190,2020-09-05,828.0,69676.29,Student Loan,NY,0
CUST00191,2022-07-04,848.0,78621.1,Auto Loan,TX,0
CUST00192,2018-05-01,601.0,57632.14,Auto Loan,CA,0
CUST00193,2018-02-25,811.0,75971.75,Student Loan,MI,0
CUST00194,2022-04-27,588.0,45418.67,Student Loan,CA,0
CUST00195,2020-03-26,820.0,57042.29,Credit Card,TX,0
CUST00196,2022-10-27,731.0,42462.86,Auto Loan,CA,0
CUST00197,2018-03-08,586.0,89898.88,Credit Card,CA,0
CUST00198,2023-06-10,521.0,64404.17,Auto Loan,IA,0
CUST00199,2018-09-27,637.0,48735.24,Student Loan,IA,0
CUST00200,2020-06-29,760.0,57247.82,Mortgage,TX,0
CUST00201,2023-10-20,579.0,60121.97,Auto Loan,TX,0
CUST00202,2018-08-26,680.0,80411.44,Credit Card,CA,0
CUST00203,2021-12-11,543.0,29896.0,Credit Card,CA,0
CUST00204,2022-05-14,648.0,42181.47,Student Loan,MI,0
CUST00205,2020-07-26,511.0,56681.64,Mortgage,CA,0
CUST00206,2018-06-23,845.0,120710.73,Credit Card,CA,0
CUST00207,2021-02-20,676.0,86024.94,Auto Loan,NY,0
CUST00208,2020-08-07,,62548.06,Mortgage,CA,0
CUST00209,2023-03-27,543.0,80663.99,Mortgage,MI,0
CUST00210,2022-02-03,558.0,110263.6,Mortgage,IA,0
CUST00211,2020-01-24,561.0,59857.63,Mortgage,CA,0
CUST00212,2018-05-08,699.0,56938.91,Credit Card,NY,0
CUST00213,2021-07-16,801.0,91662.76,Student Loan,NY,0
CUST00214,2019-09-05,712.0,75871.86,Mortgage,NY,0
CUST00215,2022-02-06,669.0,79769.33,Credit Card,TX,0
CUST00216,2023-03-07,829.0,53819.11,Student Loan,CA,0
CUST00217,2020-02-18,564.0,107332.47,Mortgage,IA,0
CUST00218,2023-06-02,557.0,102611.0,Credit Card,CA,0
CUST00219,2021-02-10,734.0,77450.85,Student Loan,IA,0
CUST00220,2021-03-08,799.0,80054.38,Credit Card,CA,0
CUST00221,2022-08-03,593.0,20400.26,Auto Loan,CA,0
CUST00222,2022-09-25,591.0,79029.62,Credit Card,IA,1
CUST00223,2023-06-15,684.0,60729.61,Student Loan,MI,0
CUST00224,2023-12-29,772.0,,Student Loan,CA,0
CUST00225,2018-11-27,599.0,80014.11,Credit Card,NY,0
CUST00226,2020-06-22,788.0,57491.58,Auto Loan,MI,0
CUST00227,2023-08-07,680.0,27809.4,Student Loan,TX,0
CUST00228,2019-11-05,,73093.24,Auto Loan,MI,1
CUST00229,2018-01-12,719.0,48689.56,Mortgage,CA,0
CUST00230,2021-06-15,668.0,57735.73,Mortgage,TX,0
CUST00231,2022-07-08,687.0,,Student Loan,MI,0
CUST00232,2022-06-16,848.0,57485.37,Mortgage,TX,0
CUST00233,2022-11-11,638.0,,Student Loan,MI,0
CUST00234,2021-11-11,830.0,91772.84,Credit Card,CA,1
CUST00235,2018-10-27,,70573.61,Student Loan,NY,0
CUST00236,2023-01-30,563.0,89450.78,Auto Loan,CA,0
CUST00237,2020-07-06,805.0,108556.52,Credit Card,MI,0
CUST00238,2023-01-30,634.0,65497.05,Credit Card,NY,0
CUST00239,2022-11-21,562.0,25346.4,Mortgage,MI,0
CUST00240,2023-10-27,588.0,45334.49,Student Loan,NY,0
CUST00241,2018-02-01,547.0,38448.1,Credit Card,NY,0
CUST00242,2023-03-12,618.0,53958.76,Auto Loan,MI,1
CUST00243,2021-10-08,539.0,66752.26,Auto Loan,NY,0
CUST00244,2020-11-28,690.0,20951.88,Student Loan,CA,0
CUST00245,2022-10-03,842.0,72534.46,Auto Loan,CA,0
CUST00246,2023-09-17,837.0,31772.15,Mortgage,NY,0
CUST00247,2021-01-28,829.0,71542.04,Mortgage,CA,0
CUST00248,2018-07-11,585.0,62591.19,Auto Loan,NY,0
CUST00249,2022-05-09,580.0,58100.11,Mortgage,NY,1
CUST00250,2019-05-21,737.0,63393.05,Credit Card,TX,0
CUST00251,2019-05-11,839.0,53124.88,Student Loan,MI,0
CUST00252,2019-02-27,789.0,51525.63,Student Loan,MI,0
CUST00253,2019-03-11,572.0,27979.36,Credit Card,CA,0
CUST00254,2023-06-16,757.0,64348.2,Auto Loan,CA,0
CUST00255,2020-03-06,677.0,105601.74,Credit Card,CA,0
CUST00256,2018-08-21,654.0,108570.89,Auto Loan,MI,0
CUST00257,2019-01-28,674.0,94079.99,Auto Loan,TX,0
CUST00258,2020-05-14,690.0,80527.64,Student Loan,TX,0
CUST00259,2020-01-28,820.0,50117.44,Student Loan,NY,0
CUST00260,2019-11-11,777.0,96740.52,Auto Loan,IA,0
CUST00261,2023-09-08,514.0,63765.19,Mortgage,IA,0
CUST00262,2023-03-13,766.0,63484.74,Auto Loan,MI,0
CUST00263,2021-06-09,610.0,58593.0,Mortgage,NY,1
CUST00264,2023-12-01,618.0,67023.16,Student Loan,TX,0
CUST00265,2020-01-15,709.0,55425.27,Student Loan,CA,0
CUST00266,2018-10-29,844.0,63156.79,Credit Card,CA,0
CUST00267,2019-08-18,523.0,41138.82,Mortgage,NY,1
CUST00268,2018-07-15,679.0,56779.4,Student Loan,IA,0
CUST00269,2023-09-16,582.0,115172.24,Auto Loan,NY,0
CUST00270,2019-04-25,819.0,63468.93,Mortgage,CA,0
CUST00271,2020-08-31,662.0,59749.47,Credit Card,IA,0
CUST00272,2019-03-19,799.0,76712.23,Credit Card,CA,0
CUST00273,2023-11-18,808.0,80578.68,Auto Loan,TX,0
CUST00274,2018-12-13,535.0,40497.09,Auto Loan,CA,0
CUST00275,2021-02-02,766.0,60442.51,Student Loan,IA,0
CUST00276,2023-09-13,776.0,85202.07,Student Loan,NY,0
CUST00277,2021-02-15,790.0,70936.43,Mortgage,NY,0
CUST00278,2023-05-23,845.0,67682.99,Mortgage,NY,0
CUST00279,2023-05-18,766.0,99188.39,Credit Card,TX,0
CUST00280,2022-08-09,791.0,50089.0,Credit Card,IA,1
CUST00281,2022-06-15,747.0,66820.41,Auto Loan,TX,0
CUST00282,2021-06-16,603.0,53558.71,Auto Loan,TX,0
CUST00283,2021-06-25,797.0,97786.78,Auto Loan,IA,1
CUST00284,2022-12-26,745.0,22059.07,Mortgage,NY,0
CUST00285,2020-07-23,738.0,50256.88,Mortgage,CA,0
CUST00286,2023-09-03,840.0,53358.55,Auto Loan,TX,0
CUST00287,2023-04-08,757.0,79597.87,Mortgage,MI,0
CUST00288,2020-03-30,618.0,78338.06,Credit Card,IA,1
CUST00289,2020-06-20,605.0,,Student Loan,MI,0
CUST00290,2022-04-14,614.0,30371.28,Mortgage,TX,0
CUST00291,2023-07-14,558.0,,Auto Loan,MI,0
CUST00292,2018-07-31,528.0,58547.84,Auto Loan,MI,0
CUST00293,2018-05-31,764.0,50356.24,Auto Loan,MI,0
CUST00294,2019-06-28,774.0,76870.51,Auto Loan,TX,0
CUST00295,2020-07-30,558.0,44756.93,Mortgage,NY,0
CUST00296,2018-12-23,637.0,19307.91,Student Loan,IA,0
CUST00297,2021-02-11,821.0,,Student Loan,TX,0
CUST00298,2021-03-31,793.0,32049.04,Credit Card,MI,0
CUST00299,2023-09-14,708.0,50723.85,Mortgage,MI,0
CUST00300,2022-06-22,839.0,73174.2,Student Loan,MI,0
CUST00301,2019-07-04,615.0,71863.99,Auto Loan,NY,0
CUST00302,2022-09-19,795.0,99911.79,Mortgage,TX,0
CUST00303,2022-11-01,827.0,60607.6,Student Loan,NY,0
CUST00304,2022-01-28,707.0,31266.71,Credit Card,IA,0
CUST00305,2022-01-21,554.0,48365.87,Auto Loan,NY,0
CUST00306,2019-11-10,602.0,44773.55,Credit Card,IA,1
CUST00307,2022-04-20,680.0,38207.85,Student Loan,MI,0
CUST00308,2018-10-23,597.0,74578.08,Mortgage,IA,0
CUST00309,2021-10-10,532.0,,Auto Loan,CA,1
CUST00310,2023-07-11,,21497.8,Credit Card,NY,0
CUST00311,2023-10-29,837.0,80332.3,Credit Card,NY,0
CUST00312,2019-10-16,633.0,62548.62,Auto Loan,CA,0
CUST00313,2019-12-30,701.0,72850.42,Student Loan,IA,0
CUST00314,2021-09-17,653.0,67325.87,Student Loan,NY,0
CUST00315,2020-05-22,781.0,78896.4,Auto Loan,CA,0
CUST00316,2022-05-21,535.0,65836.41,Auto Loan,TX,1
CUST00317,2019-03-21,598.0,92196.45,Student Loan,CA,0
CUST00318,2019-01-06,704.0,74349.62,Credit Card,MI,1
CUST00319,2018-04-22,780.0,73625.49,Mortgage,TX,0
CUST00320,2020-10-25,661.0,74017.07,Mortgage,CA,0
CUST00321,2019-04-12,745.0,32953.97,Mortgage,IA,0
CUST00322,2019-10-18,780.0,61378.01,Student Loan,NY,0
CUST00323,2023-06-28,725.0,59295.04,Credit Card,CA,0
CUST00324,2022-11-19,786.0,69566.03,Auto Loan,MI,0
CUST00325,2023-01-14,832.0,35108.73,Student Loan,IA,0
CUST00326,2021-07-23,576.0,100950.53,Auto Loan,IA,0
CUST00327,2018-09-04,651.0,67296.55,Credit Card,MI,1
CUST00328,2022-06-24,579.0,38351.01,Auto Loan,IA,0
CUST00329,2021-08-15,645.0,27404.49,Student Loan,NY,0
CUST00330,2023-06-14,500.0,58811.68,Student Loan,CA,0
CUST00331,2020-11-15,742.0,63027.14,Student Loan,NY,0
CUST00332,2019-01-15,582.0,49197.57,Auto Loan,IA,0
CUST00333,2021-07-26,792.0,67026.5,Auto Loan,MI,0
CUST00334,2020-09-25,751.0,50894.13,Credit Card,CA,0
CUST00335,2021-12-14,617.0,77136.48,Credit Card,CA,0
CUST00336,2020-04-02,658.0,49060.08,Auto Loan,TX,0
CUST00337,2019-11-03,734.0,64153.0,Student Loan,IA,0
CUST00338,2018-10-01,645.0,86534.46,Mortgage,IA,0
CUST00339,2023-10-07,573.0,121576.72,Auto Loan,TX,0
CUST00340,2022-07-12,515.0,42831.85,Auto Loan,TX,0
CUST00341,2020-10-17,693.0,54780.83,Credit Card,CA,0
CUST00342,2019-05-29,686.0,46523.61,Auto Loan,TX,0
CUST00343,2021-10-07,769.0,82255.22,Auto Loan,MI,0
CUST00344,2020-06-21,545.0,39741.82,Student Loan,NY,0
CUST00345,2021-10-23,522.0,54344.14,Credit Card,TX,0
CUST00346,2018-07-17,757.0,64348.77,Student Loan,NY,0
CUST00347,2019-02-07,754.0,43469.07,Auto Loan,NY,0
CUST00348,2022-05-29,779.0,43938.85,Credit Card,NY,0
CUST00349,2018-05-16,505.0,54536.3,Mortgage,MI,1
CUST00350,2022-01-23,729.0,18790.31,Mortgage,NY,1
CUST00351,2020-06-20,835.0,33199.48,Student Loan,IA,0
CUST00352,2018-01-08,767.0,55913.25,Mortgage,NY,1
CUST00353,2022-08-01,664.0,68261.07,Student Loan,NY,0
CUST00354,2022-03-13,666.0,60913.28,Credit Card,IA,0
CUST00355,2022-11-21,643.0,25972.69,Credit Card,IA,0
CUST00356,2023-05-16,519.0,54796.7,Mortgage,IA,0
CUST00357,2022-05-18,752.0,82565.63,Auto Loan,CA,0
CUST00358,2023-01-16,688.0,77229.04,Student Loan,IA,0
CUST00359,2018-09-05,683.0,63267.55,Auto Loan,IA,0
CUST00360,2023-07-05,826.0,45477.86,Student Loan,NY,0
CUST00361,2023-06-24,755.0,78886.76,Student Loan,TX,0
CUST00362,2022-03-01,835.0,52263.56,Student Loan,IA,0
CUST00363,2022-10-23,529.0,39276.54,Credit Card,CA,0
CUST00364,2022-06-12,833.0,47351.9,Student Loan,TX,0
CUST00365,2023-04-07,696.0,96863.6,Mortgage,CA,0
CUST00366,2023-05-02,640.0,69843.96,Auto Loan,CA,0
CUST00367,2021-02-20,695.0,90503.44,Student Loan,MI,0
CUST00368,2022-11-23,512.0,54454.6,Credit Card,CA,0
CUST00369,2023-06-29,826.0,85639.29,Auto Loan,CA,0
CUST00370,2019-10-13,720.0,51766.91,Student Loan,CA,0
CUST00371,2018-04-13,513.0,61536.6,Auto Loan,CA,0
CUST00372,2019-01-08,819.0,119699.71,Student Loan,MI,0
CUST00373,2018-03-08,658.0,81877.27,Mortgage,MI,0
CUST00374,2020-08-09,541.0,53974.25,Mortgage,CA,0
CUST00375,2018-02-14,720.0,63133.98,Auto Loan,TX,0
CUST00376,2019-07-22,524.0,72176.92,Credit Card,TX,0
CUST00377,2019-07-08,692.0,91630.07,Student Loan,MI,0
CUST00378,2022-03-28,,54239.07,Credit Card,MI,0
CUST00379,2019-06-29,525.0,26690.98,Credit Card,MI,0
CUST00380,2023-09-12,776.0,,Credit Card,IA,0
CUST00381,2019-02-15,707.0,65338.48,Credit Card,NY,0
CUST00382,2023-10-30,613.0,67409.84,Mortgage,NY,0
CUST00383,2021-05-26,577.0,93967.18,Credit Card,IA,0
CUST00384,2019-06-19,503.0,71967.12,Credit Card,MI,0
CUST00385,2018-03-27,568.0,82884.17,Mortgage,TX,0
CUST00386,2019-11-01,599.0,40775.5,Credit Card,IA,0
CUST00387,2021-07-16,807.0,84093.83,Auto Loan,TX,0
CUST00388,2018-08-27,679.0,111116.84,Student Loan,NY,0
CUST00389,2018-12-30,569.0,82004.0,Student Loan,TX,1
CUST00390,2018-09-09,760.0,,Auto Loan,IA,0
CUST00391,2022-01-24,659.0,68387.74,Student Loan,CA,0
CUST00392,2018-07-12,792.0,104317.13,Student Loan,MI,0
CUST00393,2018-02-16,762.0,44602.01,Student Loan,IA,0
CUST00394,2020-09-25,826.0,62555.75,Credit Card,TX,0
CUST00395,2019-11-12,747.0,75124.57,Auto Loan,MI,0
CUST00396,2021-06-02,538.0,81368.02,Mortgage,IA,0
CUST00397,2023-08-17,693.0,55378.79,Credit Card,IA,0
CUST00398,2023-02-22,648.0,71761.07,Auto Loan,NY,0
CUST00399,2021-03-25,782.0,58885.73,Auto Loan,MI,0
CUST00400,2021-11-08,553.0,67650.36,Student Loan,TX,0
CUST00401,2022-11-13,663.0,62093.99,Student Loan,NY,0
CUST00402,2020-08-15,788.0,39884.94,Auto Loan,IA,0
CUST00403,2021-12-12,717.0,64535.5,Student Loan,TX,0
CUST00404,2019-04-19,513.0,84297.33,Mortgage,MI,0
CUST00405,2021-08-30,786.0,43725.6,Credit Card,IA,0
CUST00406,2019-06-03,628.0,59695.98,Auto Loan,MI,0
CUST00407,2019-02-23,737.0,79625.16,Mortgage,TX,0
CUST00408,2022-07-26,728.0,41462.97,Mortgage,NY,1
CUST00409,2021-06-11,724.0,69018.04,Student Loan,TX,0
CUST00410,2020-04-05,645.0,41677.14,Mortgage,MI,0
CUST00411,2018-03-28,642.0,89961.87,Student Loan,MI,0
CUST00412,2019-06-03,535.0,115882.07,Auto Loan,MI,0
CUST00413,2022-10-22,695.0,109489.62,Mortgage,CA,0
CUST00414,2020-10-22,601.0,60178.03,Mortgage,NY,0
CUST00415,2023-10-04,638.0,81284.38,Student Loan,TX,0
CUST00416,2023-05-27,558.0,67661.95,Student Loan,MI,0
CUST00417,2023-02-14,760.0,67246.33,Student Loan,TX,0
CUST00418,2018-02-04,823.0,99050.66,Student Loan,NY,0
CUST00419,2018-04-22,633.0,35978.05,Auto Loan,NY,0
CUST00420,2021-06-21,648.0,88216.48,Student Loan,CA,0
