account_id,month,delinquency_bucket,balance
ACCT00266,1,Current,11322.49
ACCT00267,1,Current,7713.62
ACCT00268,1,Current,10906.78
ACCT00269,1,Current,13066.56
ACCT00270,1,Current,9508.43
ACCT00271,1,Current,9264.1
ACCT00272,1,Current,11367.64
ACCT00273,1,Current,12668.33
ACCT00274,1,Current,13062.0
ACCT00275,1,Current,739.17
ACCT00276,1,Current,8431.62
ACCT00277,1,Current,3400.79
ACCT00278,1,Current,12933.12
ACCT00279,1,Current,9796.29
ACCT00280,1,Current,6419.29
ACCT00281,1,Current,2983.94
ACCT00282,1,Current,5217.55
ACCT00283,1,Current,10615.91
ACCT00284,1,Current,3224.52
ACCT00285,1,Current,1585.03
ACCT00286,1,Current,13342.83
ACCT00287,1,Current,11510.31
ACCT00288,1,Current,3156.96
ACCT00289,1,Current,4526.21
ACCT00290,1,Current,14586.64
ACCT00291,1,Current,10681.13
ACCT00292,1,30DPD,9235.73
ACCT00293,1,Current,4752.9
ACCT00294,1,Current,4627.05
ACCT00295,1,30DPD,784.95
ACCT00296,1,60DPD,10981.53
ACCT00297,1,Current,838.99
ACCT00298,1,Current,271.89
ACCT00299,1,Current,10996.53
ACCT00300,1,Current,14243.33
ACCT00301,1,Current,11396.25
ACCT00302,1,Current,7180.27
ACCT00303,1,Current,7393.47
ACCT00304,1,Current,6654.82
ACCT00305,1,Current,5004.73
ACCT00306,1,Current,7921.37
ACCT00307,1,Current,6581.03
ACCT00308,1,Current,9052.88
ACCT00309,1,Current,13492.18
ACCT00310,1,Current,14926.14
ACCT00311,1,Current,1365.4
ACCT00312,1,Current,5893.32
ACCT00313,1,Current,2874.45
ACCT00314,1,Current,5411.38
ACCT00315,1,Current,4454.6
ACCT00316,1,Current,2783.15
ACCT00317,1,Current,11508.33
ACCT00318,1,Current,7545.07
ACCT00319,1,30DPD,13804.83
ACCT00320,1,30DPD,682.37
ACCT00321,1,Current,1191.27
ACCT00322,1,Current,6168.45
ACCT00323,1,Current,1388.1
ACCT00324,1,Current,4088.4
ACCT00325,1,Current,14793.24
ACCT00326,1,Current,3292.6
ACCT00327,1,Current,3132.14
ACCT00328,1,Current,8689.88
ACCT00329,1,Current,7570.37
ACCT00330,1,Current,8790.49
ACCT00331,1,Current,5775.68
ACCT00332,1,Current,12436.08
ACCT00333,1,Current,2250.99
ACCT00334,1,Current,6540.21
ACCT00335,1,Current,10408.48
ACCT00336,1,Current,13049.9
ACCT00337,1,Current,5669.66
ACCT00338,1,Current,8602.63
ACCT00339,1,30DPD,1223.27
ACCT00340,1,Current,2720.72
ACCT00341,1,30DPD,1223.24
ACCT00342,1,Current,10972.64
ACCT00343,1,Current,4463.29
ACCT00344,1,Current,10911.43
ACCT00345,1,Current,1182.69
ACCT00346,1,30DPD,12965.71
ACCT00347,1,Current,12565.85
ACCT00348,1,Current,1516.15
ACCT00349,1,Current,551.6
ACCT00350,1,Current,1033.07
ACCT00351,1,Current,12833.73
ACCT00352,1,Current,3673.61
ACCT00353,1,Current,8314.45
ACCT00354,1,Current,6508.41
ACCT00355,1,Current,11973.78
ACCT00356,1,Current,7435.69
ACCT00357,1,Current,7609.78
ACCT00358,1,Current,14838.56
ACCT00359,1,Current,2421.92
ACCT00360,1,30DPD,12494.42
ACCT00361,1,Current,965.9
ACCT00362,1,Current,7269.2
ACCT00363,1,Current,13317.76
ACCT00364,1,Current,10045.17
ACCT00365,1,Current,10341.18
ACCT00366,1,Current,4097.1
ACCT00367,1,Current,6394.91
ACCT00368,1,Current,5625.4
ACCT00369,1,Current,7917.36
ACCT00370,1,Current,7040.97
ACCT00371,1,Current,5038.1
ACCT00372,1,Current,4721.11
ACCT00373,1,Current,3912.62
ACCT00374,1,Current,5602.7
ACCT00375,1,Current,2419.13
ACCT00376,1,30DPD,13107.14
ACCT00377,1,Current,9111.37
ACCT00378,1,Current,2180.04
ACCT00379,1,Current,10469.12
ACCT00380,1,Current,12745.46
ACCT00381,1,30DPD,3715.53
ACCT00382,1,Current,2428.89
ACCT00383,1,Current,327.54
ACCT00384,1,Current,899.31
ACCT00385,1,90DPD,11481.32
ACCT00386,1,Current,14810.36
ACCT00387,1,30DPD,864.23
ACCT00388,1,Current,11271.45
ACCT00389,1,Current,1263.56
ACCT00390,1,Current,8963.57
ACCT00391,1,Current,11389.91
ACCT00392,1,Current,5516.23
ACCT00393,1,Current,361.83
ACCT00394,1,Current,9008.8
ACCT00395,1,Current,14870.42
ACCT00396,1,Current,4012.74
ACCT00397,1,Current,3004.47
ACCT00398,1,Current,2034.1
ACCT00399,1,Current,8417.78
ACCT00400,1,Current,9027.39
ACCT00401,1,30DPD,11925.61
ACCT00402,1,Current,11345.48
ACCT00403,1,Current,13409.61
ACCT00404,1,ChargeOff,12125.44
ACCT00405,1,Current,3859.55
ACCT00406,1,Current,8426.99
ACCT00407,1,Current,4601.7
ACCT00408,1,Current,5080.82
ACCT00409,1,ChargeOff,13992.78
ACCT00410,1,Current,10292.06
ACCT00411,1,Current,14623.94
ACCT00412,1,Current,6370.31
ACCT00413,1,Current,8154.08
ACCT00414,1,Current,7409.31
ACCT00415,1,Current,1787.85
ACCT00416,1,Current,3703.19
ACCT00417,1,Current,8009.02
ACCT00418,1,Current,1197.14
ACCT00419,1,30DPD,13985.64
ACCT00420,1,Current,2032.89
ACCT00421,1,Current,3130.12
ACCT00422,1,Current,11526.75
ACCT00423,1,Current,1634.63
ACCT00424,1,Current,13524.12
ACCT00425,1,Current,10940.37
ACCT00426,1,Current,1215.59
ACCT00427,1,Current,10439.34
ACCT00428,1,Current,9548.1
ACCT00429,1,Current,11408.77
ACCT00430,1,30DPD,12457.33
ACCT00431,1,Current,10831.59
ACCT00432,1,Current,8875.41
ACCT00433,1,Current,4972.46
ACCT00434,1,Current,10519.65
ACCT00435,1,Current,14363.18
ACCT00436,1,Current,8895.32
ACCT00437,1,Current,10032.3
ACCT00438,1,Current,6669.5
ACCT00439,1,Current,11390.59
ACCT00440,1,Current,14965.48
ACCT00441,1,Current,2573.76
ACCT00442,1,Current,3195.6
ACCT00443,1,Current,8183.68
ACCT00444,1,Current,7324.36
ACCT00445,1,Current,8659.23
ACCT00446,1,90DPD,926.3
ACCT00447,1,Current,6183.29
ACCT00448,1,Current,8828.08
ACCT00449,1,Current,8860.83
ACCT00450,1,Current,9928.54
ACCT00451,1,Current,10859.2
ACCT00452,1,Current,9694.9
ACCT00453,1,Current,11895.6
ACCT00454,1,Current,9446.46
ACCT00455,1,Current,8155.11
ACCT00456,1,90DPD,9171.71
ACCT00457,1,Current,1697.66
ACCT00458,1,Current,4242.72
ACCT00459,1,Current,8005.52
ACCT00460,1,Current,13120.21
ACCT00461,1,Current,10249.96
ACCT00462,1,30DPD,1538.04
ACCT00463,1,Current,8965.67
ACCT00464,1,Current,3481.72
ACCT00465,1,Current,11063.45
ACCT00466,1,Current,12446.12
ACCT00467,1,30DPD,8983.15
ACCT00468,1,Current,8952.17
ACCT00469,1,Current,5211.15
ACCT00470,1,Current,6804.5
ACCT00471,1,Current,12988.8
ACCT00472,1,Current,10905.14
ACCT00473,1,Current,7892.35
ACCT00474,1,Current,5649.84
ACCT00475,1,Current,945.62
ACCT00476,1,Current,2316.51
ACCT00477,1,Current,3056.77
ACCT00478,1,Current,5726.08
ACCT00479,1,Current,14173.33
ACCT00480,1,Current,7676.27
ACCT00481,1,Current,3675.63
ACCT00482,1,Current,1765.1
ACCT00483,1,Current,5206.92
ACCT00484,1,Current,12272.81
ACCT00485,1,Current,5873.47
ACCT00486,1,Current,11633.09
ACCT00487,1,Current,12080.03
ACCT00488,1,Current,1840.15
ACCT00489,1,Current,9208.16
ACCT00490,1,Current,14394.62
ACCT00491,1,Current,6151.64
ACCT00492,1,Current,953.97
ACCT00493,1,Current,13864.88
ACCT00494,1,Current,13278.26
ACCT00495,1,Current,7927.69
ACCT00496,1,Current,8373.35
ACCT00497,1,Current,3333.77
ACCT00498,1,Current,12327.87
ACCT00499,1,Current,7579.28
ACCT00500,1,Current,701.39
ACCT00501,1,Current,10308.62
ACCT00502,1,30DPD,14267.34
ACCT00503,1,Current,12471.43
ACCT00504,1,Current,4302.53
ACCT00505,1,Current,989.21
ACCT00506,1,Current,14117.2
ACCT00507,1,Current,14068.53
ACCT00508,1,Current,8079.75
ACCT00509,1,Current,9706.3
ACCT00510,1,Current,7046.48
ACCT00511,1,Current,6412.53
ACCT00512,1,Current,1967.84
ACCT00513,1,Current,1631.94
ACCT00514,1,Current,3644.44
ACCT00515,1,Current,12582.28
ACCT00516,1,Current,2358.32
ACCT00517,1,Current,3555.14
ACCT00518,1,Current,8319.49
ACCT00519,1,Current,3383.94
ACCT00520,1,Current,2615.46
ACCT00521,1,Current,8537.08
ACCT00522,1,Current,5647.78
ACCT00523,1,Current,9467.16
ACCT00524,1,Current,13700.64
ACCT00525,1,Current,2434.7
ACCT00526,1,30DPD,13718.82
ACCT00527,1,ChargeOff,13556.85
ACCT00528,1,Current,12470.5
ACCT00529,1,Current,9543.03
ACCT00530,1,Current,9378.17
ACCT00531,1,Current,9660.35
ACCT00532,1,Current,10419.33
ACCT00533,1,Current,443.94
ACCT00534,1,Current,14379.77
ACCT00535,1,Current,8866.94
ACCT00536,1,Current,11765.69
ACCT00537,1,Current,5783.77
ACCT00538,1,Current,383.48
ACCT00539,1,Current,7744.07
ACCT00540,1,90DPD,7706.41
ACCT00541,1,Current,6667.44
ACCT00542,1,Current,5227.81
ACCT00543,1,ChargeOff,3897.43
ACCT00544,1,Current,8007.66
ACCT00545,1,Current,5754.12
ACCT00546,1,Current,14554.99
ACCT00547,1,Current,2759.32
ACCT00548,1,Current,4931.05
ACCT00549,1,Current,4550.61
ACCT00550,1,Current,8240.98
ACCT00551,1,Current,7589.35
ACCT00552,1,Current,9727.36
ACCT00553,1,30DPD,14260.03
ACCT00554,1,Current,4421.27
ACCT00555,1,Current,10453.02
ACCT00556,1,Current,570.6
ACCT00557,1,Current,4083.35
ACCT00558,1,Current,7063.05
ACCT00559,1,Current,658.72
ACCT00560,1,Current,9341.51
ACCT00561,1,Current,10239.0
ACCT00562,1,Current,11251.63
ACCT00563,1,Current,7845.3
ACCT00564,1,Current,9138.38
ACCT00565,1,Current,6061.77
ACCT00566,1,Current,810.54
ACCT00567,1,Current,1679.29
ACCT00568,1,Current,9893.94
ACCT00569,1,Current,14934.22
ACCT00570,1,Current,433.89
ACCT00571,1,Current,8452.24
ACCT00572,1,Current,11314.93
ACCT00573,1,Current,12436.27
ACCT00574,1,Current,8269.03
ACCT00575,1,Current,9374.76
ACCT00576,1,30DPD,10511.53
ACCT00577,1,Current,12912.7
ACCT00578,1,Current,2009.89
ACCT00579,1,Current,13907.5
ACCT00580,1,Current,585.06
ACCT00581,1,Current,12575.76
ACCT00582,1,Current,1335.76
ACCT00583,1,Current,3080.5
ACCT00584,1,30DPD,257.63
ACCT00585,1,Current,6789.8
ACCT00586,1,Current,5148.52
ACCT00587,1,Current,2656.7
ACCT00588,1,Current,6876.13
ACCT00589,1,Current,6155.09
ACCT00590,1,30DPD,11561.38
ACCT00591,1,Current,13418.33
ACCT00592,1,Current,9858.0
ACCT00593,1,Current,2041.27
ACCT00594,1,Current,4571.78
ACCT00595,1,Current,13717.11
ACCT00596,1,Current,1513.27
ACCT00597,1,Current,6221.47
ACCT00598,1,90DPD,14149.07
ACCT00599,1,Current,14269.84
ACCT00600,1,Current,6285.81
ACCT00601,1,Current,10077.47
ACCT00602,1,30DPD,6959.83
ACCT00603,1,Current,11351.22
ACCT00604,1,60DPD,667.4
ACCT00605,1,Current,2333.53
ACCT00606,1,Current,9290.14
ACCT00607,1,Current,3641.77
ACCT00608,1,Current,10057.57
ACCT00609,1,Current,5398.1
ACCT00610,1,Current,13322.35
ACCT00611,1,Current,12325.04
ACCT00612,1,60DPD,7494.0
ACCT00613,1,90DPD,11638.85
ACCT00614,1,Current,4212.84
ACCT00615,1,Current,7515.04
ACCT00616,1,Current,3122.73
ACCT00617,1,Current,12941.12
ACCT00618,1,Current,12381.4
ACCT00619,1,Current,13551.82
ACCT00620,1,Current,13186.66
ACCT00621,1,Current,14402.02
ACCT00622,1,90DPD,3579.38
ACCT00623,1,Current,13991.0
ACCT00624,1,60DPD,8653.96
ACCT00625,1,Current,6452.93
ACCT00626,1,Current,8493.53
ACCT00627,1,Current,5270.51
ACCT00628,1,Current,4470.58
ACCT00629,1,Current,3771.45
ACCT00630,1,30DPD,1419.93
ACCT00631,1,Current,7549.16
ACCT00632,1,Current,13338.87
ACCT00633,1,Current,9526.25
ACCT00634,1,Current,7910.44
ACCT00635,1,Current,6543.18
ACCT00636,1,Current,7073.14
ACCT00637,1,Current,3297.3
ACCT00638,1,Current,12379.45
ACCT00639,1,Current,3136.07
ACCT00640,1,Current,10806.02
ACCT00641,1,Current,11447.78
ACCT00642,1,Current,8708.06
ACCT00643,1,Current,12971.31
ACCT00644,1,Current,4507.55
ACCT00645,1,Current,13247.93
ACCT00646,1,Current,10995.27
ACCT00647,1,Current,12021.5
ACCT00648,1,Current,10035.78
ACCT00649,1,Current,12725.88
ACCT00650,1,Current,14897.86
ACCT00651,1,Current,6418.41
ACCT00652,1,Current,12245.95
ACCT00653,1,Current,11219.78
ACCT00654,1,Current,6902.48
ACCT00655,1,Current,13918.85
ACCT00656,1,Current,6037.5
ACCT00657,1,Current,8568.9
ACCT00658,1,Current,1767.95
ACCT00659,1,Current,3541.47
ACCT00660,1,Current,12642.3
ACCT00661,1,Current,6068.98
ACCT00662,1,Current,6032.44
ACCT00663,1,Current,3840.52
ACCT00664,1,Current,7475.83
ACCT00665,1,Current,12126.09
ACCT00666,1,Current,13448.43
ACCT00667,1,ChargeOff,1237.69
ACCT00668,1,Current,8707.35
ACCT00669,1,Current,7115.65
ACCT00670,1,Current,9291.37
ACCT00671,1,Current,6819.68
ACCT00672,1,ChargeOff,6099.94
ACCT00673,1,Current,7183.83
ACCT00674,1,Current,8813.59
ACCT00675,1,Current,7614.55
ACCT00676,1,30DPD,7187.74
ACCT00677,1,Current,12303.96
ACCT00678,1,Current,11235.59
ACCT00679,1,Current,5252.4
ACCT00680,1,Current,12048.54
ACCT00681,1,Current,12834.03
ACCT00682,1,Current,2471.68
ACCT00683,1,Current,8823.7
ACCT00684,1,Current,4422.62
ACCT00685,1,Current,11139.75
ACCT00686,1,Current,3734.02
ACCT00687,1,30DPD,10136.77
ACCT00688,1,Current,3975.84
ACCT00689,1,Current,7764.93
ACCT00690,1,Current,14239.97
ACCT00691,1,Current,5843.35
ACCT00692,1,Current,13160.93
ACCT00693,1,Current,14806.78
ACCT00694,1,30DPD,13147.79
ACCT00695,1,Current,2654.82
ACCT00696,1,Current,12330.94
ACCT00697,1,Current,675.81
ACCT00698,1,Current,6020.87
ACCT00699,1,Current,13086.85
ACCT00700,1,Current,10393.53
ACCT00701,1,Current,8084.56
ACCT00702,1,Current,5940.39
ACCT00703,1,Current,12221.99
ACCT00704,1,Current,10701.46
ACCT00705,1,Current,7132.4
ACCT00706,1,Current,13408.77
ACCT00707,1,Current,3603.23
ACCT00708,1,Current,2721.79
ACCT00709,1,Current,9713.5
ACCT00710,1,ChargeOff,14585.52
ACCT00711,1,Current,3859.4
ACCT00712,1,Current,3895.12
ACCT00713,1,30DPD,2264.58
ACCT00714,1,Current,12936.34
ACCT00715,1,Current,3550.68
ACCT00716,1,Current,7647.04
ACCT00717,1,Current,14864.91
ACCT00718,1,Current,379.69
ACCT00719,1,30DPD,8435.99
ACCT00720,1,Current,7781.88
ACCT00721,1,Current,12150.22
ACCT00722,1,Current,5458.17
ACCT00723,1,30DPD,6273.05
ACCT00724,1,Current,2685.48
ACCT00725,1,Current,11164.07
ACCT00726,1,Current,11813.69
ACCT00727,1,Current,2222.62
ACCT00728,1,Current,6023.16
ACCT00729,1,Current,13414.99
ACCT00730,1,Current,240.07
ACCT00731,1,Current,4621.63
ACCT00732,1,Current,8414.63
ACCT00733,1,Current,5144.59
ACCT00734,1,Current,4226.27
ACCT00735,1,Current,7008.55
ACCT00736,1,Current,2886.54
ACCT00737,1,Current,8038.45
ACCT00738,1,Current,10659.1
ACCT00739,1,Current,8714.37
ACCT00740,1,Current,1578.02
ACCT00741,1,Current,12697.25
ACCT00742,1,Current,2789.67
ACCT00743,1,Current,11519.22
ACCT00744,1,Current,5536.36
ACCT00745,1,Current,11784.87
ACCT00746,1,Current,3252.84
ACCT00747,1,Current,2962.6
ACCT00748,1,Current,7555.98
ACCT00749,1,Current,687.45
ACCT00750,1,Current,3534.4
ACCT00751,1,Current,10915.38
ACCT00752,1,Current,12593.28
ACCT00753,1,Current,1395.62
ACCT00754,1,Current,13254.75
ACCT00755,1,Current,12003.25
ACCT00756,1,Current,13071.33
ACCT00757,1,30DPD,10536.74
ACCT00758,1,Current,10177.47
ACCT00759,1,Current,7971.38
ACCT00760,1,Current,9861.25
ACCT00761,1,Current,13802.82
ACCT00762,1,Current,1687.73
ACCT00763,1,Current,4873.31
ACCT00764,1,30DPD,1272.33
ACCT00765,1,Current,14183.12
ACCT00766,1,Current,6789.93
ACCT00767,1,Current,10195.1
ACCT00768,1,Current,12648.58
ACCT00769,1,Current,14866.8
ACCT00770,1,Current,2594.38
ACCT00771,1,Current,12032.79
ACCT00772,1,Current,13333.86
ACCT00773,1,Current,923.36
ACCT00774,1,Current,11360.54
ACCT00775,1,Current,5449.93
ACCT00776,1,Current,9799.23
ACCT00777,1,Current,7807.91
ACCT00778,1,Current,4044.19
ACCT00779,1,Current,2201.28
ACCT00780,1,Current,1930.82
ACCT00781,1,30DPD,1729.18
ACCT00782,1,Current,9639.29
ACCT00783,1,Current,5400.88
ACCT00784,1,90DPD,3406.17
ACCT00785,1,Current,10439.9
ACCT00786,1,Current,10365.37
ACCT00787,1,Current,8179.69
ACCT00788,1,Current,14037.38
ACCT00789,1,Current,5904.13
ACCT00790,1,Current,12570.77
ACCT00791,1,Current,1312.06
ACCT00792,1,Current,11149.5
ACCT00793,1,Current,14829.02
ACCT00794,1,Current,12729.65
ACCT00795,1,Current,8779.04
ACCT00796,1,Current,9476.14
ACCT00797,1,Current,5428.69
ACCT00798,1,Current,10256.38
ACCT00799,1,Current,11601.85
ACCT00800,1,Current,14973.78
ACCT00801,1,Current,7488.45
ACCT00802,1,Current,1107.3
ACCT00803,1,Current,9018.7
ACCT00804,1,Current,1961.56
ACCT00805,1,Current,3822.52
ACCT00806,1,Current,5065.94
ACCT00807,1,Current,11019.24
ACCT00808,1,Current,2920.36
ACCT00809,1,ChargeOff,2653.14
ACCT00810,1,Current,865.47
ACCT00811,1,Current,13123.95
ACCT00812,1,ChargeOff,10463.88
ACCT00813,1,Current,791.21
